date,open,high,low,close,volume
2023-06-20,42.91,43.90,42.59,43.72,451153000
2023-06-21,43.42,43.53,42.00,42.96,551603000
2023-06-22,42.17,43.34,42.15,42.94,417737000
2023-06-23,42.38,42.73,41.93,42.13,358140000
2023-06-26,42.38,42.68,40.02,40.55,594322000
2023-06-27,40.72,41.86,40.37,41.79,462175000
2023-06-28,40.58,41.76,40.44,41.04,582639000
2023-06-29,41.48,41.52,40.52,40.74,380514000
2023-06-30,41.60,42.47,41.42,42.22,501148000
2023-07-03,42.43,42.81,42.12,42.33,198209000
2023-07-05,42.05,43.09,42.00,42.23,323618000
2023-07-06,41.76,42.10,41.27,42.02,303582000
2023-07-07,42.24,43.13,42.10,42.42,355881000
2023-07-10,42.57,42.73,41.57,42.10,353908000
2023-07-11,42.40,42.67,41.99,42.32,298244000
2023-07-12,42.95,43.85,42.69,43.82,481277000
2023-07-13,44.43,46.07,44.41,45.89,478204000
2023-07-14,46.49,47.99,44.97,45.38,772075000
2023-07-17,46.20,46.41,45.17,46.37,510488000
2023-07-18,46.61,47.80,45.65,47.40,569164000
2023-07-19,47.37,47.73,46.65,46.99,427502000
2023-07-20,46.42,47.00,44.97,45.43,537865000
2023-07-21,45.70,45.78,44.01,44.22,963769000
2023-07-24,44.64,45.02,43.95,44.53,382516000
2023-07-25,44.85,46.09,44.84,45.59,348081000
2023-07-26,45.93,45.96,44.54,45.36,364237000
2023-07-27,46.43,47.30,45.66,45.81,455976000
2023-07-28,46.58,46.94,46.29,46.66,331194000
2023-07-31,46.66,47.04,46.42,46.64,251055000
2023-08-01,46.37,46.81,45.94,46.42,237858000
2023-08-02,45.74,45.75,43.30,44.18,530142000
2023-08-03,43.71,45.03,43.71,44.43,324176000
2023-08-04,44.90,45.55,44.31,44.59,362666000
2023-08-07,45.02,45.45,44.48,45.33,322154000
2023-08-08,44.77,45.15,43.97,44.58,353843000
2023-08-09,44.19,44.23,42.05,42.47,586449000
2023-08-10,42.08,43.49,41.75,42.31,492705000
2023-08-11,41.67,41.94,40.56,40.78,533085000
2023-08-14,40.41,43.71,40.23,43.67,690286000
2023-08-15,44.47,45.18,43.63,43.85,676512000
2023-08-16,44.43,44.59,43.32,43.40,527451000
2023-08-17,43.88,43.98,42.92,43.26,452395000
2023-08-18,42.55,43.49,41.58,43.21,583768000
2023-08-21,44.41,46.97,44.14,46.88,692573000
2023-08-22,48.04,48.09,45.24,45.58,755293000
2023-08-23,45.78,47.11,45.12,47.02,779046000
2023-08-24,50.12,50.17,47.07,47.07,1156044000
2023-08-25,46.92,47.71,44.94,45.93,925341000
2023-08-28,46.39,46.89,44.80,46.74,685192000
2023-08-29,46.58,48.99,46.30,48.69,701397000
2023-08-30,48.95,49.83,48.33,49.17,735206000
2023-08-31,49.28,49.65,48.86,49.26,528570000
2023-09-01,49.67,49.70,48.05,48.41,463830000
2023-09-05,48.13,48.76,47.77,48.45,382653000
2023-09-06,48.35,48.46,46.49,46.97,468670000
2023-09-07,45.44,46.26,45.07,46.15,433330000
2023-09-08,45.86,46.52,45.19,45.49,473069000
2023-09-11,46.06,46.08,44.23,45.09,473966000
2023-09-12,44.65,45.59,44.45,44.79,349256000
2023-09-13,44.52,45.84,44.42,45.40,398355000
2023-09-14,45.86,45.90,45.05,45.50,370097000
2023-09-15,45.26,45.51,43.73,43.82,506831000
2023-09-18,42.67,44.16,41.92,43.88,500271000
2023-09-19,43.75,43.88,42.92,43.44,373064000
2023-09-20,43.52,43.82,42.14,42.16,367108000
2023-09-21,41.51,42.02,40.90,40.94,450736000
2023-09-22,41.49,42.04,41.15,41.53,479236000
2023-09-25,41.51,42.46,41.10,42.14,419091000
2023-09-26,41.92,42.74,41.58,41.83,402282000
2023-09-27,42.25,42.79,41.55,42.39,444935000
2023-09-28,42.38,43.37,42.04,43.01,424663000
2023-09-29,43.75,44.06,43.23,43.42,397830000
2023-10-02,43.95,45.09,43.78,44.70,433298000
2023-10-03,44.72,45.05,43.17,43.44,470850000
2023-10-04,43.66,44.06,43.21,43.96,361821000
2023-10-05,43.97,44.82,43.81,44.60,393483000
2023-10-06,44.11,45.70,43.94,45.68,434436000
2023-10-09,44.76,45.52,44.29,45.19,409675000
2023-10-10,45.23,46.17,45.00,45.71,368582000
2023-10-11,46.11,46.77,45.96,46.72,378137000
2023-10-12,46.69,47.52,46.24,46.86,481325000
2023-10-13,46.87,47.03,45.20,45.38,474115000
2023-10-16,44.98,46.14,44.83,46.01,375099000
2023-10-17,43.92,44.67,42.40,43.86,812333000
2023-10-18,42.51,43.14,41.75,42.12,627294000
2023-10-19,42.73,43.22,41.80,42.02,501233000
2023-10-20,41.81,42.39,41.00,41.31,477266000
2023-10-23,41.15,43.17,40.87,42.89,478530000
2023-10-24,43.00,43.62,42.61,43.58,401463000
2023-10-25,43.32,43.57,41.48,41.70,398379000
2023-10-26,41.78,42.18,39.81,40.25,541001000
2023-10-27,41.05,41.13,39.94,40.42,416784000
2023-10-30,41.01,41.69,40.41,41.08,388028000
2023-10-31,40.37,40.80,39.16,40.70,517969000
2023-11-01,40.81,42.30,40.79,42.25,437593000
2023-11-02,43.25,43.80,42.81,43.42,409172000
2023-11-03,43.94,45.22,43.64,44.92,424610000
2023-11-06,45.20,45.85,44.82,45.67,400733000
2023-11-07,45.63,46.13,45.07,45.87,343165000
2023-11-08,46.01,46.78,45.88,46.49,346719000
2023-11-09,47.38,48.14,46.66,46.86,540496000
2023-11-10,47.41,48.38,47.19,48.24,421245000
2023-11-13,48.23,49.02,48.01,48.53,384136000
2023-11-14,49.59,49.74,48.95,49.56,416954000
2023-11-15,49.84,49.87,48.11,48.80,475497000
2023-11-16,48.59,49.43,48.24,49.39,339756000
2023-11-17,49.43,49.62,48.92,49.21,325205000
2023-11-20,49.22,50.45,49.09,50.32,414120000
